,frame,cam,x,y,tl_x,tl_y,c_x,c_y,w,h,theta,l_x,l_y,r_x,r_y,aa_tl_x,aa_tl_y,aa_w,aa_h,var_x,var_y,covar,confidence
0,1,2,898.3297119140625,533.171630859375,774,478,898.3297101449275,533.1716485507246,290,102,-0.5084071839985533,774.0,531.0,1064.0,503.0,760,478,312,102,5536.726600686066,592.4307792522196,-43.87721863869872,0.9999607801437378
0,1,2,1389.948974609375,931.99658203125,1340,910,1389.9489795918366,931.9965986394558,104,44,21.38897893914721,1348.0,904.0,1444.0,944.0,1338,892,134,68,714.293814970622,193.65586575345628,240.87205785210165,0.9985628724098206
0,1,2,890.8106079101562,465.60894775390625,852,448,890.8105906313646,465.6089613034623,74,34,-8.246950362737302,854.0,479.0,926.0,463.0,846,444,92,50,361.7987447524834,78.65493993931588,-41.91911550771024,0.935624361038208
0,1,2,810.563232421875,526.572265625,758,488,810.5632530120482,526.5722891566265,106,78,66.45613667384086,804.0,476.0,830.4444444444445,568.0,766,470,82,98,373.23488074377394,616.8538509728434,131.02632080696569,0.9058228731155396
0,1,2,887.1773681640625,564.0799560546875,804,532,887.1773686573866,564.0799281544679,204,72,-3.0052266868389665,804.0,551.0,1006.0,537.0,804,536,202,70,2136.947412120545,347.2370946938472,-94.21813639758072,0.90270334482193
0,2,2,890.3837280273438,534.0921630859375,774,476,890.3837429111531,534.0921550094517,282,106,0.16514257295206453,774.0,548.0,1056.0,504.0,756,476,312,106,4856.703569253671,630.2132024453588,12.182070495071848,0.9999716281890868
0,2,2,1385.48779296875,932.0376586914062,1336,910,1385.487758945386,932.0376647834275,104,44,29.19004976231041,1348.0,900.0,1436.0,946.8,1338,888,126,72,615.8729630814051,258.1117862345884,290.5400845680988,0.9971725940704346
0,2,2,893.5364990234375,465.4892578125,856,448,893.5364806866953,465.48927038626607,72,34,-9.572193562582772,858.0,480.0,928.0,462.0,846,446,92,46,345.40189210392714,75.77300290737934,-46.80068300336889,0.9738362431526184
0,2,2,886.7434692382812,564.3338012695312,806,534,886.7434803224277,564.3338074917023,192,72,-2.0204931044870618,806.0,552.0,998.0,537.0,806,536,192,72,1981.6253429100725,347.74810224186086,-57.713192669349624,0.9382751584053041
0,2,2,812.266357421875,527.6236572265625,760,486,812.2663847780127,527.6236786469344,106,86,66.32557588118097,806.0,476.0,827.12,568.0,766,470,86,98,416.63702859937354,622.5409339897483,111.7589911646396,0.6671944856643677
0,2,2,1385.4093017578125,931.4671630859375,1336,910,1385.4092664092664,931.4671814671815,104,42,28.67227618541078,1348.0,900.0,1436.0,946.8,1328,890,254,62,630.6987147412685,251.2590755995014,296.0250629186799,0.050776906311511986
0,3,2,888.0013427734375,546.8958129882812,786,518,888.001353179973,546.8958051420839,216,66,-0.500167520870948,786.0,541.0,1002.0,530.0,786,518,216,66,3200.695768049842,358.53127173731355,-24.813395336909927,0.06131642311811448
0,3,2,1378.9102783203125,928.9015502929688,1330,906,1378.9102844638949,928.9015317286652,102,44,38.19584193016722,1346.0,896.0,1428.0,945.0,1330,886,254,66,496.380091366271,339.83458098199606,323.3354447387615,0.46192321181297297
0,3,2,892.798828125,543.4901733398438,806,474,892.7988460529766,543.4901652242329,194,140,-0.819937139795567,806.0,522.0,1000.0,529.0,806,456,194,158,2526.653387965014,878.1996015729042,-23.596810932060258,0.8377614617347717
0,3,2,811.612548828125,526.9359130859375,760,484,811.6125356125356,526.9358974358975,98,92,75.38263014804133,808.0,476.0,816.0,564.0,764,470,88,94,430.6238199381467,595.7050825154881,46.19609993237935,0.6762459874153137
0,3,2,1380.791015625,930.7910766601562,1330,908,1380.7910750507099,930.79107505071,102,44,38.243432756846886,1346.0,896.0,1428.0,946.0,1342,882,112,78,526.2753673378527,360.4542291264699,344.9989445736244,0.9820461869239808
0,3,2,893.8782958984375,566.347900390625,820,532,893.8782961460446,566.3478701825558,170,78,-4.098675328150908,820.0,553.0,988.0,538.0,820,538,168,76,1665.7183110477172,355.26197922616234,-94.3888945490546,0.9756799936294556
0,3,2,896.2008666992188,465.6623840332031,862,448,896.2008547008547,465.6623931623932,68,34,-9.16523113413457,862.0,462.0,930.0,462.0,848,446,92,48,326.9402990537895,78.48963194787613,-41.15688427679865,0.9857279658317566
0,3,2,890.9168090820312,534.145751953125,768,478,890.9167842031029,534.1457451810061,282,102,0.28133852085209443,768.0,551.0,1050.0,505.0,752,478,312,102,4992.6961066559825,581.3227458236015,21.661790217276423,0.999969482421875
0,4,2,894.9690551757812,564.2889404296875,818,536,894.9690417690417,564.2889434889435,164,72,-0.033224059900370195,818.0,553.0,982.0,538.0,818,536,164,74,1620.4134953940263,353.8987714987718,-0.7344132547671622,0.8868803381919861
0,4,2,898.5555419921875,465.76922607421875,864,448,898.5555555555555,465.7692307692308,68,34,-10.791187454720456,866.0,471.0,932.0,463.0,850,446,92,48,322.0204615750656,81.28281996376214,-47.61456102783727,0.9904974102973938
0,4,2,809.292724609375,526.1731567382812,770,482,809.2927366104182,526.1731474688188,90,86,-84.56198922943345,810.0,476.0,810.0,562.0,762,470,86,92,420.95609257888594,584.4868848732433,-15.710048340718549,0.4997397661209106
0,4,2,893.0115966796875,538.23193359375,762,478,893.0115765102083,538.2319511681751,284,116,1.1862603421989368,762.0,552.0,1046.0,528.5,752,474,304,118,5217.392497535148,696.8952399605627,93.64657740752646,0.9999749660491944
0,4,2,1377.3946533203125,929.8390502929688,1324,908,1377.3946360153257,929.8390804597701,106,42,44.888722234666666,1351.0,884.0,1415.0,964.0,1342,878,86,90,464.7383972760901,461.7475676748953,384.98493171840187,0.998057782649994
0,5,2,883.9410400390625,539.1406860351562,758,478,883.9410308350214,539.1406707179833,282,120,1.1567968134742206,758.0,553.0,1042.0,506.0,746,474,304,124,4372.829479981714,754.8390546603473,73.08664019093,0.9999666213989258
0,5,2,1374.2451171875,928.1720581054688,1322,910,1374.2451612903226,928.1720430107526,104,36,51.147991711295724,1350.0,882.0,1409.0,966.0,1340,876,76,96,371.10355951056744,542.5910270671119,393.38876529477204,0.99891197681427
0,5,2,901.7182006835938,465.43182373046875,868,448,901.7181818181818,465.4318181818182,66,34,-11.858999726324836,870.0,471.0,934.0,462.0,852,446,88,52,290.67210602609254,79.06595568440672,-46.48395112859808,0.9831847548484802
