Filename,Object ID,Annotation tag,Upper left corner X,Upper left corner Y,Lower right corner X,Lower right corner Y,Confidence,Frame
000001.jpg,-1,Zebrafish,766.9063721,517.0145264,828.7287598,579.8659058,0.999981642,1
000001.jpg,-1,Zebrafish,126.7618027,1190.079712,188.5204926,1253.084106,0.999230266,1
000001.jpg,-1,Zebrafish,777.6604614,465.4210815,839.8991089,528.4979248,0.999108016,1
000001.jpg,-1,Zebrafish,2626.366943,258.9946289,2689.310059,319.4983215,0.98548764,1
000001.jpg,-1,Zebrafish,2628.936279,392.5897827,2690.584229,454.9988098,0.964626014,1
000001.jpg,-1,Zebrafish,2429.476318,1070.761963,2494.15332,1131.102173,0.960480571,1
000001.jpg,-1,Zebrafish,341.484436,1382.298462,403.3146057,1445.07373,0.89648366,1
000001.jpg,-1,Zebrafish,877.8651733,433.1146851,940.1601563,492.7890015,0.84613663,1
000001.jpg,-1,Zebrafish,1326.630981,869.8974609,1388.269653,932.4142456,0.649276674,1
000002.jpg,-1,Zebrafish,760.1304321,517.7869873,822.2666626,580.5332031,0.999984741,2
000002.jpg,-1,Zebrafish,779.7468872,465.1555176,842.1641235,528.1976318,0.998841822,2
000002.jpg,-1,Zebrafish,124.8894806,1190.990234,186.4321289,1253.991699,0.998341322,2
000002.jpg,-1,Zebrafish,1325.287354,865.7302246,1387.835083,927.5255127,0.986389339,2
000002.jpg,-1,Zebrafish,2430.180908,1071.10144,2494.722168,1131.610718,0.980352879,2
000002.jpg,-1,Zebrafish,2625.861328,259.0073547,2688.970215,319.4264221,0.979325891,2
000002.jpg,-1,Zebrafish,2629.239014,392.4197388,2690.696533,454.9240723,0.965386033,2
000002.jpg,-1,Zebrafish,339.8941345,1381.409912,401.9969788,1444.573975,0.507313788,2
000003.jpg,-1,Zebrafish,755.1387329,519.1377563,817.1567993,582.1746826,0.999991059,3
000003.jpg,-1,Zebrafish,780.1951904,464.5845337,842.8734131,527.4368896,0.998727739,3
000003.jpg,-1,Zebrafish,126.8603134,1191.71875,188.7162628,1254.303833,0.996671379,3
000003.jpg,-1,Zebrafish,2632.258057,255.5776672,2693.678223,316.5484924,0.986556351,3
000003.jpg,-1,Zebrafish,2429.954102,1070.349854,2494.419678,1131.18042,0.986481905,3
000003.jpg,-1,Zebrafish,1323.868042,863.4676514,1386.76709,925.3137207,0.986094594,3
000003.jpg,-1,Zebrafish,2628.88623,393.3612366,2690.369873,455.9245911,0.959998727,3
000003.jpg,-1,Zebrafish,341.092041,1381.622681,402.9592285,1444.697632,0.835177481,3
000003.jpg,-1,Zebrafish,884.0769043,431.8578491,947.421936,491.9160767,0.245335504,3
000004.jpg,-1,Zebrafish,750.9200439,520.3517456,813.1063232,583.2806396,0.999993801,4
000004.jpg,-1,Zebrafish,782.1334229,464.3100891,845.3901978,526.7432861,0.999252975,4
000004.jpg,-1,Zebrafish,1321.527466,859.6815186,1384.44043,921.7237549,0.99835217,4
000004.jpg,-1,Zebrafish,126.4034805,1191.819946,188.5436859,1254.241943,0.996797621,4
000004.jpg,-1,Zebrafish,2430.172363,1070.964111,2494.589355,1131.935059,0.993221998,4
000004.jpg,-1,Zebrafish,2628.898926,393.7584534,2690.396484,456.3721619,0.969568968,4
000004.jpg,-1,Zebrafish,2626.75293,258.9660645,2689.967041,319.2173157,0.951623201,4
000004.jpg,-1,Zebrafish,340.7533264,1382.80835,403.6558838,1443.437378,0.826380789,4
000004.jpg,-1,Zebrafish,889.4471436,430.287323,950.9536743,492.20578,0.102216363,4
000005.jpg,-1,Zebrafish,745.8820801,522.2676392,808.039917,585.131958,0.999994874,5
000005.jpg,-1,Zebrafish,1321.662354,857.3631592,1384.357666,919.493103,0.999295473,5
000005.jpg,-1,Zebrafish,783.6265259,464.8746033,846.9104004,527.1564331,0.9987185,5
000005.jpg,-1,Zebrafish,126.815567,1192.524902,188.3106384,1255.371704,0.994427204,5
000005.jpg,-1,Zebrafish,2631.208984,256.0944519,2692.730713,317.0671997,0.986234486,5
000005.jpg,-1,Zebrafish,2430.915771,1070.818604,2495.241211,1131.715942,0.951349318,5
000005.jpg,-1,Zebrafish,2629.865967,392.6456299,2691.573486,454.9118958,0.945238411,5
000005.jpg,-1,Zebrafish,341.0205994,1382.654663,403.9039917,1443.494995,0.747727036,5
000005.jpg,-1,Zebrafish,894.7051392,432.3439941,957.1992798,492.6340332,0.655958533,5
000006.jpg,-1,Zebrafish,748.9802856,523.1869507,810.9194946,586.0359497,0.999982119,6
000006.jpg,-1,Zebrafish,1320.749268,854.7269287,1383.017334,917.1298828,0.999265969,6
000006.jpg,-1,Zebrafish,126.1152344,1192.407227,187.8367157,1255.279785,0.998534083,6
000006.jpg,-1,Zebrafish,783.9314575,465.2085266,847.1426392,527.5435181,0.997100651,6
000006.jpg,-1,Zebrafish,898.7396851,431.8953857,961.7553101,493.1743469,0.995023131,6
000006.jpg,-1,Zebrafish,2628.877686,392.9887695,2690.560059,455.3624268,0.982267976,6
000006.jpg,-1,Zebrafish,2631.509033,255.4500122,2693.172852,316.1474915,0.976698458,6
000006.jpg,-1,Zebrafish,2431.749512,1070.658813,2496.31958,1131.219482,0.915118933,6
000006.jpg,-1,Zebrafish,340.3925476,1383.333618,403.2581482,1444.111816,0.859026074,6
000007.jpg,-1,Zebrafish,748.435791,523.0769043,810.4446411,586.0154419,0.999990582,7
000007.jpg,-1,Zebrafish,1319.891235,851.7251587,1382.012817,914.6403198,0.999522805,7
000007.jpg,-1,Zebrafish,126.9886169,1190.477173,188.6526031,1253.5896,0.999103963,7
000007.jpg,-1,Zebrafish,900.2441406,432.0748291,962.7147827,493.7627869,0.999049485,7
000007.jpg,-1,Zebrafish,784.5922241,465.5984192,847.4973755,528.168396,0.997335255,7
000007.jpg,-1,Zebrafish,2632.234619,255.4472198,2693.728027,316.3908386,0.986872315,7
000007.jpg,-1,Zebrafish,2628.704834,393.5759888,2690.403564,455.9170227,0.984153569,7
000007.jpg,-1,Zebrafish,2430.787109,1070.528809,2495.113037,1131.044312,0.981590629,7
000007.jpg,-1,Zebrafish,341.3490906,1383.116577,404.1473083,1443.865723,0.648418605,7
000008.jpg,-1,Zebrafish,753.5083008,525.0750122,815.5985107,587.8448486,0.999962807,8
000008.jpg,-1,Zebrafish,1318.831909,849.2823486,1381.260498,911.7733765,0.999126017,8
000008.jpg,-1,Zebrafish,125.1434784,1189.759766,186.5787506,1252.960571,0.998837531,8
000008.jpg,-1,Zebrafish,901.5722656,432.5770264,963.6254883,494.5692444,0.998297632,8
000008.jpg,-1,Zebrafish,2430.241699,1070.790527,2493.815918,1132.276855,0.994858623,8
000008.jpg,-1,Zebrafish,2631.865723,255.7975006,2693.171143,317.1004944,0.991442144,8
000008.jpg,-1,Zebrafish,786.6703491,466.1589355,849.6347046,528.5408325,0.977999985,8
000008.jpg,-1,Zebrafish,2628.739258,393.3693237,2690.383057,455.7964478,0.96147877,8
000008.jpg,-1,Zebrafish,340.6069641,1382.366333,403.4231567,1443.135986,0.90882957,8
000009.jpg,-1,Zebrafish,767.8805542,527.3834229,830.2434082,589.7530518,0.999917626,9
