Filename,Object ID,Annotation tag,UpperLeftCornerX,UpperLeftCornerY,LowerRightCornerX,LowerRightCornerY,Confidence,Frame
000001.jpg,-1,Zebrafish,1614.293213,782.1682129,1811.068604,842.9398804,0.99997139,1
000001.jpg,-1,Zebrafish,1865.473267,1054.998047,1951.443115,1122.736084,0.999671221,1
000001.jpg,-1,Zebrafish,2625.515381,95.63365173,2704.000244,315.8180542,0.8776595,1
000001.jpg,-1,Zebrafish,2050.654053,1402.851074,2316.12793,1485.009399,0.72139734,1
000001.jpg,-1,Zebrafish,358.6359863,1359.421753,706.552063,1422.499512,0.275921315,1
000001.jpg,-1,Zebrafish,2511.272949,0,2587.016602,273.5836487,0.154640287,1
000001.jpg,-1,Zebrafish,2393.099121,1003.676147,2561.441162,1108.218384,0.130561009,1
000002.jpg,-1,Zebrafish,1607.821655,782.7392578,1801.896484,841.4520874,0.999948025,2
000002.jpg,-1,Zebrafish,1866.379395,1053.989746,1951.84668,1122.440674,0.999676108,2
000002.jpg,-1,Zebrafish,2622.631836,95.91719818,2704.000244,318.091217,0.882320166,2
000002.jpg,-1,Zebrafish,2062.598389,1403.67981,2314.215576,1481.837402,0.779310763,2
000002.jpg,-1,Zebrafish,356.6621704,1358.132935,663.7790527,1421.190674,0.286373645,2
000002.jpg,-1,Zebrafish,2512.290283,0,2590.438965,260.5255737,0.247525573,2
000002.jpg,-1,Zebrafish,2391.053467,1000.390686,2559.438232,1108.710693,0.128784105,2
000002.jpg,-1,Zebrafish,123.8196411,1186.254639,373.2357178,1446.034668,0.100173727,2
000003.jpg,-1,Zebrafish,1600.918823,782.3601685,1791.241211,841.411377,0.999943733,3
000003.jpg,-1,Zebrafish,1863.501953,1055.061768,1950.166382,1122.599365,0.99932301,3
000003.jpg,-1,Zebrafish,2624.678467,97.25902557,2704.000244,317.1710815,0.875648737,3
000003.jpg,-1,Zebrafish,2063.633057,1405.902222,2313.454834,1483.588135,0.814174473,3
000003.jpg,-1,Zebrafish,355.4388123,1358.934448,710.2026367,1420.945801,0.324473262,3
000003.jpg,-1,Zebrafish,2392.105469,1003.950684,2554.7229,1109.868164,0.311029494,3
000003.jpg,-1,Zebrafish,2511.177979,0,2589.162598,264.7434998,0.197603062,3
000004.jpg,-1,Zebrafish,1593.180542,781.9400024,1786.491943,842.0561523,0.999964237,4
000004.jpg,-1,Zebrafish,1862.233765,1054.809082,1951.216431,1122.336792,0.999555767,4
