,frame,cam,x,y,tl_x,tl_y,c_x,c_y,w,h,theta,l_x,l_y,r_x,r_y,aa_tl_x,aa_tl_y,aa_w,aa_h,var_x,var_y,covar,confidence
0,1,2,1165.8544921875,706.2182006835938,1134,682,1165.8545454545454,706.2181818181818,60,42,-40.33237599314658,1146.0,711.0,1194.0,697.0,1146,670,62,62,170.42070822116384,151.4055912197143,-57.83607372126728,0.9999723429999999
0,1,2,610.62890625,583.9244995117188,576,560,610.62893081761,583.9245283018868,66,52,10.359195556985254,578.0,574.0,640.0,580.0,578,564,62,62,276.54240578418256,169.77067300549686,20.192423116921663,0.9999578000000001
0,1,2,828.6256713867188,618.4652709960938,796,594,828.6256684491979,618.4652406417113,66,50,-3.163107069906479,798.0,617.0,860.0,615.0,798,596,62,62,324.58793462620554,186.11793340921596,-7.675679545275572,0.9996815920000001
0,1,2,703.2294921875,706.7761840820312,682,686,703.2294617563739,706.7762039660057,50,40,-78.95307038374425,718.0,680.0,716.0,732.0,656,674,62,62,100.81367499356125,148.97534123100692,-9.775206026268373,0.9994311929999999
0,2,2,1171.9775390625,702.0808715820312,1140,678,1171.9775280898875,702.0808988764045,62,40,-40.80628988083017,1152.0,707.0,1200.0,693.0,1152,664,64,64,171.14363802004237,153.75920639740883,-58.95313290818905,0.9999763970000001
0,2,2,614.1885375976562,585.7279663085938,576,560,614.1885625965997,585.7279752704791,70,54,11.891321905130837,580.0,576.0,644.0,583.0,580,566,64,62,294.1253798192182,168.11164651331933,27.766543369971465,0.999961495
0,2,2,819.865234375,621.5444946289062,788,600,819.8652291105121,621.544474393531,64,46,-0.8004365519124353,788.0,621.0,852.0,619.0,788,600,64,62,350.8482090567491,171.0688695614215,-2.5122166810349795,0.99982518
0,2,2,702.6484985351562,706.5122680664062,682,686,702.6485013623978,706.5122615803815,50,40,-78.38262510513049,718.0,680.0,713.0,730.0,654,674,64,62,105.16299638182872,151.518291865815,-9.950596328226169,0.999052823
0,3,2,701.7835083007812,705.9226684570312,678,684,701.7835051546392,705.9226804123712,58,44,-69.07226377390036,718.0,676.0,712.0,730.0,656,674,62,62,119.16747915501215,156.0560217373931,-16.523242494472488,0.998922348
0,3,2,618.06201171875,588.7764892578125,582,566,618.0619902120718,588.7765089722675,68,50,9.751118351899,584.0,579.0,648.0,585.0,584,570,64,62,287.6105300195117,155.30454530915156,23.42890957361736,0.9998126629999999
0,3,2,1179.01123046875,697.4496459960938,1148,674,1179.0111856823266,697.4496644295302,60,42,-35.06694959871376,1158.0,702.0,1208.0,688.0,1158,660,62,62,183.78238581073617,141.94757275709512,-57.89069130526383,0.9999752040000001
0,3,2,813.0896606445312,624.0462036132812,782,602,813.0896739130435,624.0461956521739,62,46,0.7418221029808583,782.0,622.0,844.0,622.0,782,602,62,62,329.9184782608689,178.32167258207596,1.963198757763985,0.999941945
0,4,2,1185.0789794921875,693.5304565429688,1154,670,1185.079006772009,693.530474040632,62,42,-33.75843823277556,1164.0,698.0,1214.0,685.0,1164,656,62,62,187.0593546673742,138.51207828156453,-58.65060314801383,0.9999583959999999
0,4,2,621.996826171875,589.703369140625,588,566,621.9968102073366,589.7033492822967,64,52,7.13954200889519,590.0,581.0,652.0,583.0,590,570,62,64,272.4153252722278,168.58278429154484,13.213109742115961,0.9999473090000001
0,4,2,806.8819580078125,626.5632934570312,772,604,806.8819345661451,626.5633001422475,68,46,4.160978908316674,774.0,618.0,838.0,625.0,774,606,64,62,333.397721608248,160.3887936519514,12.653495600864057,0.9999336
