Filename,Object ID,Annotation tag,Upper left corner X,Upper left corner Y,Lower right corner X,Lower right corner Y,Confidence,Frame
000001.jpg,-1,Zebrafish,1554.281128,755.4006958,1585.027954,785.8063354,0.999154449,1
000001.jpg,-1,Zebrafish,1670.374268,1032.396118,1701.122803,1062.68396,0.988130927,1
000001.jpg,-1,Zebrafish,2626.616943,815.5192871,2657.057373,845.8335571,0.135640547,1
000001.jpg,-1,Zebrafish,2661.542969,822.4777222,2691.682373,852.3511963,0.056731682,1
000002.jpg,-1,Zebrafish,1548.943726,757.0379639,1579.296753,787.206543,0.999470413,2
000002.jpg,-1,Zebrafish,1669.121338,1034.489136,1699.85083,1064.757324,0.985606372,2
000002.jpg,-1,Zebrafish,2626.731689,815.5470581,2657.176514,845.8618164,0.130792797,2
000002.jpg,-1,Zebrafish,2661.619629,822.605835,2691.762451,852.4905396,0.05271681,2
000003.jpg,-1,Zebrafish,1543.358765,758.6639404,1573.678345,788.7581787,0.999406099,3
000003.jpg,-1,Zebrafish,1668.103516,1035.974121,1698.834717,1066.237305,0.990620732,3
000003.jpg,-1,Zebrafish,2626.71582,815.5966797,2657.163818,845.906311,0.118604593,3
000003.jpg,-1,Zebrafish,2661.661133,822.7288208,2691.805176,852.6080322,0.056349512,3
000004.jpg,-1,Zebrafish,1535.995605,760.4135742,1566.703247,790.861084,0.999063313,4
000004.jpg,-1,Zebrafish,1667.288818,1037.240234,1698.020752,1067.528931,0.990969598,4
000004.jpg,-1,Zebrafish,2626.831787,815.7598267,2656.953613,845.661377,0.136329219,4
000004.jpg,-1,Zebrafish,2661.63208,822.5817871,2691.776855,852.4611816,0.064809665,4
000005.jpg,-1,Zebrafish,1529.942749,762.1405029,1560.646729,792.5537109,0.999129593,5
000005.jpg,-1,Zebrafish,1666.080322,1038.761841,1696.818237,1069.058228,0.991834879,5
000005.jpg,-1,Zebrafish,2626.955078,815.7822876,2657.077148,845.6862793,0.13512446,5
000005.jpg,-1,Zebrafish,2661.658447,822.619751,2691.804932,852.5023193,0.066147558,5
000006.jpg,-1,Zebrafish,1524.066162,763.5852051,1554.721069,794.0797729,0.99896419,6
000006.jpg,-1,Zebrafish,1665.032471,1039.976196,1695.773071,1070.289673,0.993128061,6
000006.jpg,-1,Zebrafish,2626.878174,815.7571411,2657.005127,845.6602783,0.153193951,6
000006.jpg,-1,Zebrafish,2661.510254,822.661499,2691.656006,852.5423584,0.063967519,6
000007.jpg,-1,Zebrafish,1518.070801,764.7838135,1548.752563,795.288208,0.998787463,7
000007.jpg,-1,Zebrafish,1664.451172,1041.445068,1695.184937,1071.781372,0.993511379,7
000007.jpg,-1,Zebrafish,2626.666992,815.7142944,2656.796387,845.6190186,0.150100917,7
000007.jpg,-1,Zebrafish,2661.54541,822.6554565,2691.690674,852.536377,0.057286374,7
000008.jpg,-1,Zebrafish,1512.769409,766.1663208,1543.450806,796.6467896,0.998815417,8
000008.jpg,-1,Zebrafish,1663.635986,1042.463257,1694.330444,1072.823364,0.996281683,8
000008.jpg,-1,Zebrafish,2626.422852,815.5316772,2656.870361,845.8496704,0.14738372,8
000008.jpg,-1,Zebrafish,2661.647217,822.5717163,2691.794434,852.4529419,0.062451228,8
000009.jpg,-1,Zebrafish,1508.393433,767.3863525,1539.056519,797.7890625,0.999255359,9
000009.jpg,-1,Zebrafish,1662.955811,1044.08252,1693.366089,1074.110596,0.996609867,9
000009.jpg,-1,Zebrafish,2626.443848,815.5380859,2656.888428,845.8532104,0.143642738,9
000009.jpg,-1,Zebrafish,2661.748291,822.574646,2691.897217,852.4571533,0.056288451,9
000010.jpg,-1,Zebrafish,1504.191162,768.9718018,1534.640503,799.1218262,0.999225974,10
000010.jpg,-1,Zebrafish,1661.851074,1045.36499,1692.27478,1075.412476,0.997942507,10
000010.jpg,-1,Zebrafish,2626.557861,815.59729,2657.003662,845.9058228,0.125458941,10
000011.jpg,-1,Zebrafish,1498.90271,770.2571411,1529.358765,800.3876953,0.999207556,11
000011.jpg,-1,Zebrafish,1660.555908,1047.01709,1691.302734,1077.357056,0.997398973,11
000011.jpg,-1,Zebrafish,2626.911865,815.9642334,2657.029053,845.8676147,0.131773114,11
000011.jpg,-1,Zebrafish,2661.461182,822.5181885,2691.599609,852.3936157,0.062193096,11
