Filename,Object ID,Annotation tag,UpperLeftCornerX,UpperLeftCornerY,LowerRightCornerX,LowerRightCornerY,Confidence,Frame
000001.jpg,-1,Zebrafish,863.7068481445312,1158.84375,925.7186889648438,1221.4307861328125,0.9997941851615906,1.0
000001.jpg,-1,Zebrafish,2618.986572265625,801.1583251953125,2680.928466796875,863.7213134765625,0.9996176958084106,1.0
000001.jpg,-1,Zebrafish,952.173583984375,1041.1295166015625,1014.7938842773438,1103.56689453125,0.9991880059242249,1.0
000001.jpg,-1,Zebrafish,1190.264404296875,1289.426025390625,1252.5172119140625,1351.0369873046875,0.9464731812477112,1.0
000001.jpg,-1,Zebrafish,1189.992919921875,1367.9700927734375,1253.837646484375,1428.6436767578125,0.8149896860122681,1.0
000001.jpg,-1,Zebrafish,839.8829345703125,1359.602294921875,901.4824829101562,1421.0316162109375,0.13726817071437836,1.0
000002.jpg,-1,Zebrafish,862.9249877929688,1156.157470703125,924.8433837890625,1218.8829345703125,0.9998414516448975,2.0
000002.jpg,-1,Zebrafish,2619.33544921875,801.19873046875,2681.309814453125,863.7484741210938,0.9995818734169006,2.0
000002.jpg,-1,Zebrafish,956.782470703125,1038.596923828125,1018.751708984375,1101.415771484375,0.9994981288909912,2.0
000002.jpg,-1,Zebrafish,1191.7738037109375,1367.8397216796875,1255.2081298828125,1429.212646484375,0.9955329895019531,2.0
000002.jpg,-1,Zebrafish,1192.1495361328125,1287.5013427734375,1254.6888427734375,1349.31494140625,0.9915664792060852,2.0
000002.jpg,-1,Zebrafish,968.32861328125,1349.248779296875,1032.1597900390625,1411.978515625,0.49525195360183716,2.0
000002.jpg,-1,Zebrafish,965.3678588867188,1324.53076171875,1025.5174560546875,1389.364501953125,0.2735884487628937,2.0
000002.jpg,-1,Zebrafish,842.0496826171875,1359.9752197265625,902.8540649414062,1418.1053466796875,0.12591715157032013,2.0
000003.jpg,-1,Zebrafish,958.986083984375,1037.32861328125,1021.2094116210938,1099.8525390625,0.9996352195739746,3.0
000003.jpg,-1,Zebrafish,2619.038818359375,801.1434326171875,2680.994384765625,863.7023315429688,0.9996198415756226,3.0
000003.jpg,-1,Zebrafish,862.1846313476562,1153.345947265625,924.1290283203125,1215.7808837890625,0.9995242357254028,3.0
000003.jpg,-1,Zebrafish,1194.6033935546875,1369.2694091796875,1258.0284423828125,1430.4974365234375,0.9991235136985779,3.0
000003.jpg,-1,Zebrafish,1193.87158203125,1284.7586669921875,1256.5103759765625,1346.9407958984375,0.9988998174667358,3.0
000003.jpg,-1,Zebrafish,961.269775390625,1319.9654541015625,1021.4595947265625,1383.3560791015625,0.3565446734428406,3.0
000003.jpg,-1,Zebrafish,968.6077880859375,1354.7442626953125,1028.63232421875,1416.2149658203125,0.20234544575214386,3.0
000003.jpg,-1,Zebrafish,844.1434326171875,1359.164794921875,905.9954833984375,1420.36376953125,0.20086878538131714,3.0
000004.jpg,-1,Zebrafish,961.1312866210938,1036.312255859375,1023.3521118164062,1098.75634765625,0.9997298121452332,4.0
000004.jpg,-1,Zebrafish,1194.9595947265625,1369.5811767578125,1258.528076171875,1431.0556640625,0.9996863603591919,4.0
000004.jpg,-1,Zebrafish,2619.233154296875,801.2003784179688,2681.20166015625,863.7719116210938,0.9996349811553955,4.0
000004.jpg,-1,Zebrafish,1196.099365234375,1283.0130615234375,1258.9825439453125,1344.829345703125,0.9996260404586792,4.0
000004.jpg,-1,Zebrafish,861.7381591796875,1151.2222900390625,923.4174194335938,1213.7996826171875,0.9991656541824341,4.0
000004.jpg,-1,Zebrafish,963.6265869140625,1355.879150390625,1023.914306640625,1417.78466796875,0.6341586112976074,4.0
000004.jpg,-1,Zebrafish,958.0767211914062,1317.9066162109375,1019.0615234375,1379.2940673828125,0.3965097963809967,4.0
000004.jpg,-1,Zebrafish,846.5023803710938,1358.9193115234375,907.9260864257812,1420.4029541015625,0.09797079861164093,4.0
000005.jpg,-1,Zebrafish,962.8786010742188,1034.280517578125,1024.780517578125,1097.09765625,0.9997169375419617,5.0
000005.jpg,-1,Zebrafish,1197.04052734375,1370.200927734375,1260.4677734375,1431.6063232421875,0.9996380805969238,5.0
000005.jpg,-1,Zebrafish,2619.431640625,801.1762084960938,2681.49169921875,863.6915283203125,0.9996179342269897,5.0
000005.jpg,-1,Zebrafish,1198.009033203125,1281.1849365234375,1260.793212890625,1343.1268310546875,0.9990081191062927,5.0
000005.jpg,-1,Zebrafish,860.9081420898438,1147.63232421875,921.936279296875,1210.0167236328125,0.9828522801399231,5.0
000005.jpg,-1,Zebrafish,959.8009643554688,1357.338134765625,1021.0494995117188,1418.6956787109375,0.9098105430603027,5.0
000005.jpg,-1,Zebrafish,955.1638793945312,1316.0740966796875,1015.8056640625,1376.980712890625,0.6387977004051208,5.0
000005.jpg,-1,Zebrafish,849.1121826171875,1358.619140625,910.8282470703125,1419.8310546875,0.10170578211545944,5.0
000006.jpg,-1,Zebrafish,964.5199584960938,1032.8072509765625,1027.15185546875,1095.1539306640625,0.9996815919876099,6.0
000006.jpg,-1,Zebrafish,2619.495849609375,801.1102905273438,2681.475341796875,863.6704711914062,0.9995757937431335,6.0
000006.jpg,-1,Zebrafish,862.776611328125,1144.003173828125,924.6116333007812,1206.3306884765625,0.9982179999351501,6.0
000006.jpg,-1,Zebrafish,1198.4327392578125,1370.7191162109375,1262.00830078125,1431.9921875,0.997626006603241,6.0
000006.jpg,-1,Zebrafish,955.62744140625,1357.34228515625,1017.5314331054688,1418.89208984375,0.9965667724609375,6.0
000006.jpg,-1,Zebrafish,1201.73583984375,1279.59423828125,1264.3128662109375,1341.3863525390625,0.9945430755615234,6.0
000006.jpg,-1,Zebrafish,950.12255859375,1313.281982421875,1010.9239501953125,1374.923583984375,0.6691445112228394,6.0
000006.jpg,-1,Zebrafish,852.171142578125,1359.36376953125,913.9262084960938,1420.318603515625,0.18817411363124847,6.0
000007.jpg,-1,Zebrafish,967.69677734375,1030.9478759765625,1030.1173095703125,1093.5269775390625,0.9997579455375671,7.0
000007.jpg,-1,Zebrafish,2619.226806640625,801.1554565429688,2681.1953125,863.7172241210938,0.9996151924133301,7.0
000007.jpg,-1,Zebrafish,867.6911010742188,1140.43408203125,929.8302612304688,1202.52197265625,0.9990077614784241,7.0
000007.jpg,-1,Zebrafish,1201.423583984375,1371.24560546875,1264.73486328125,1432.52392578125,0.9878315329551697,7.0
000007.jpg,-1,Zebrafish,1205.4854736328125,1277.421142578125,1268.41259765625,1338.6497802734375,0.9572519063949585,7.0
