Filename,Object ID,Annotation tag,UpperLeftCornerX,UpperLeftCornerY,LowerRightCornerX,LowerRightCornerY,Confidence,Frame
000001.jpg,-1,Zebrafish,1675.6458740234375,924.9663696289062,1758.77783203125,1060.351318359375,0.9999998807907104,1.0
000001.jpg,-1,Zebrafish,1557.361572265625,734.9397583007812,1722.263671875,785.5193481445312,0.9999991655349731,1.0
000001.jpg,-1,Zebrafish,2588.915771484375,454.32806396484375,2703.03515625,514.7673950195312,0.9999338388442993,1.0
000002.jpg,-1,Zebrafish,1674.3543701171875,927.1527099609375,1756.884033203125,1061.72265625,0.9999998807907104,2.0
000002.jpg,-1,Zebrafish,1551.3946533203125,736.073974609375,1717.3486328125,786.1868896484375,0.999998927116394,2.0
000002.jpg,-1,Zebrafish,2589.060791015625,454.1988220214844,2703.14599609375,514.1516723632812,0.9999475479125977,2.0
000003.jpg,-1,Zebrafish,1673.5211181640625,928.18994140625,1756.6279296875,1063.32080078125,0.9999998807907104,3.0
000003.jpg,-1,Zebrafish,1546.3199462890625,736.2471923828125,1711.55908203125,787.2247924804688,0.9999991655349731,3.0
000003.jpg,-1,Zebrafish,2589.1650390625,454.3026123046875,2703.0849609375,514.2324829101562,0.9999477863311768,3.0
000004.jpg,-1,Zebrafish,1673.0589599609375,931.357666015625,1755.911865234375,1064.524658203125,0.9999998807907104,4.0
000004.jpg,-1,Zebrafish,1540.04833984375,737.215087890625,1702.759033203125,789.2351684570312,0.9999992847442627,4.0
000004.jpg,-1,Zebrafish,2589.083740234375,454.4844055175781,2703.0322265625,514.2470092773438,0.9999415874481201,4.0
000005.jpg,-1,Zebrafish,1671.9168701171875,932.4043579101562,1755.2205810546875,1066.38525390625,0.9999998807907104,5.0
000005.jpg,-1,Zebrafish,1533.9549560546875,737.1140747070312,1696.1932373046875,789.9298706054688,0.9999995231628418,5.0
000005.jpg,-1,Zebrafish,2589.134521484375,454.2155456542969,2703.068603515625,514.3268432617188,0.9999496936798096,5.0
000006.jpg,-1,Zebrafish,1670.6734619140625,934.4400024414062,1755.5032958984375,1067.8631591796875,0.9999998807907104,6.0
000006.jpg,-1,Zebrafish,1528.1812744140625,738.2525634765625,1691.0111083984375,791.396484375,0.9999996423721313,6.0
000006.jpg,-1,Zebrafish,2589.191162109375,454.404296875,2703.060302734375,513.8897094726562,0.9999479055404663,6.0
000006.jpg,-1,Zebrafish,2583.381591796875,541.52197265625,2704.000244140625,570.0172729492188,0.05811218172311783,6.0
