,frame,cam,x,y,tl_x,tl_y,c_x,c_y,w,h,theta,l_x,l_y,r_x,r_y,aa_tl_x,aa_tl_y,aa_w,aa_h,var_x,var_y,covar,confidence
0,1,2,1647.2642822265625,806.6286010742188,1620,790,1647.2642857142857,806.6285714285714,48,32,4.953314445238486,1620.0,805.0,1666.0,808.0,1604,774,62,64,164.20230414746533,58.9009728622634,9.19528929851512,0.999968052
0,1,2,1896.91455078125,1098.4622802734375,1870,1082,1896.9145728643216,1098.462311557789,56,38,-39.0638769945283,1913.0,1072.0,1890.0,1118.0,1856,1072,60,62,151.68537903623877,131.6345961545766,-47.688366264572224,0.999710977
0,2,2,1639.885009765625,805.2720336914062,1614,790,1639.8850574712644,805.272030651341,46,30,5.5692641259994655,1614.0,804.0,1658.0,807.0,1596,774,62,64,151.9713527851459,54.683407014441514,9.57754199823163,0.9999746079999999
0,2,2,1896.6187744140625,1098.57421875,1870,1082,1896.618811881188,1098.5742574257426,56,38,-37.15437083578754,1913.0,1072.0,1890.0,1118.0,1854,1072,62,62,158.1173623565834,131.00439771024253,-48.256983514728674,0.999534369
0,3,2,1631.952880859375,804.6039428710938,1606,790,1631.9529411764706,804.6039215686275,46,30,5.48690565530248,1606.0,804.0,1650.0,807.0,1588,774,62,62,149.16313107920328,53.03541763161943,9.319870310328847,0.9999744890000001
0,3,2,1896.312255859375,1098.52197265625,1870,1082,1896.3121951219512,1098.5219512195122,56,38,-37.99026578824848,1912.0,1072.0,1889.0,1118.0,1854,1072,62,64,161.27148905718883,134.44572723477867,-53.71836126185213,0.999600589
0,4,2,1626.31787109375,803.8527221679688,1600,788,1626.3178294573643,803.8527131782946,46,30,6.341073239173877,1600.0,803.0,1644.0,805.0,1582,772,62,64,147.5250505233312,56.087171598347034,10.288239375018858,0.9999843840000001
0,4,2,1894.8917236328125,1099.3602294921875,1868,1084,1894.8916876574308,1099.360201511335,58,38,-38.663661340996484,1911.0,1074.0,1890.0,1120.0,1852,1072,62,64,152.80894588199374,130.9936646057554,-48.50886700760756,0.9997579459999999
0,5,2,1619.6121826171875,802.9581909179688,1594,788,1619.6121673003802,802.958174904943,46,28,4.261528991922938,1594.0,802.0,1638.0,804.0,1576,772,62,62,149.14672162075894,54.31503787768853,7.105854352306023,0.999986887
0,5,2,1894.3756103515625,1099.48291015625,1868,1082,1894.3756097560977,1099.4829268292683,56,40,-35.88067330667496,1911.0,1074.0,1890.0,1120.0,1852,1074,62,62,161.90258214562576,130.72464666944992,-47.306529906374706,0.999836087
0,6,2,1614.88671875,802.9066772460938,1588,786,1614.8866666666668,802.9066666666666,48,32,5.673187459659249,1588.0,801.0,1634.0,804.0,1572,772,62,62,167.7061761426976,65.07487179487178,10.29707915273131,0.9999798540000001
0,6,2,1893.1832275390625,1100.3812255859375,1866,1082,1893.1831683168316,1100.381188118812,58,42,-38.509607041823315,1910.0,1074.0,1888.0,1120.0,1850,1074,62,62,153.5445298872322,133.7600422573275,-42.91366729725084,0.9997755890000001
0,7,2,1891.7427978515625,1100.52490234375,1866,1084,1891.742782152231,1100.5249343832022,56,40,-38.683250203797975,1909.0,1074.0,1888.0,1120.0,1850,1074,60,62,146.11261223925933,126.98687664042016,-42.664622185384786,0.99987042
0,7,2,1607.894775390625,802.2807006835938,1580,786,1607.8947368421052,802.280701754386,48,32,8.676021958911308,1580.0,800.0,1626.0,804.0,1564,770,62,64,153.15789473684205,66.06177415369396,13.607116382505529,0.999980807
0,8,2,1601.3717041015625,800.9195556640625,1574,786,1601.3716475095785,800.919540229885,46,30,3.374509304466903,1574.0,800.0,1620.0,802.0,1558,770,62,64,157.38826996758,51.643501326259944,6.256940760389079,0.99997592
0,8,2,1891.64208984375,1100.394775390625,1866,1084,1891.6421052631579,1100.3947368421052,56,40,-38.75715244283846,1909.0,1074.0,1887.0,1120.0,1848,1074,62,62,146.21458130815134,126.60894320233292,-44.26996250520753,0.99974376
0,9,2,1594.884765625,800.6171264648438,1568,786,1594.8847583643123,800.6171003717473,46,28,3.841520986633165,1568.0,799.0,1614.0,802.0,1552,770,62,62,160.57249070631983,52.52821394884315,7.287798923597643,0.999978185
0,9,2,1890.82177734375,1100.7574462890625,1864,1084,1890.8217821782177,1100.7574257425742,58,40,-36.64161756718332,1909.0,1074.0,1887.0,1122.0,1848,1074,62,62,157.81431344126975,130.84920030464596,-44.89197356460209,0.999892592
0,10,2,1589.4306640625,800.065673828125,1564,786,1589.4306569343066,800.0656934306569,44,28,2.1823732644623837,1564.0,799.0,1608.0,801.0,1546,770,62,62,152.67099810165496,57.24108981043275,3.6419347076281694,0.99998045
0,10,2,1889.3265380859375,1101.5152587890625,1864,1084,1889.3265306122448,1101.515306122449,58,40,-39.478572272138976,1908.0,1074.0,1885.0,1122.0,1848,1074,60,62,148.92635314995516,131.10973954799314,-45.64695443394757,0.9998433590000001
0,11,2,1583.4642333984375,799.8786010742188,1558,784,1583.4642857142858,799.8785714285714,46,32,4.7314646241533165,1558.0,799.0,1602.0,800.0,1540,768,62,64,151.52560163850507,60.61602662570424,7.5762928827445,0.999984503
0,11,2,1889.1376953125,1101.7296142578125,1864,1084,1889.1377551020407,1101.7295918367347,56,40,-37.52666606262338,1908.0,1074.0,1885.0,1122.0,1846,1074,62,62,150.3646067122501,127.50725507594326,-42.811759486403304,0.999896765
0,12,2,1577.68701171875,798.9542236328125,1552,784,1577.6870229007634,798.9541984732824,46,28,4.078636237822003,1552.0,799.0,1596.0,800.0,1534,768,62,62,147.50320259717458,54.1511508876604,6.690591091222857,0.9999865290000001
