Filename,Object ID,Annotation tag,Upper left corner X,Upper left corner Y,Lower right corner X,Lower right corner Y,Confidence,Frame
000001.jpg,-1,Zebrafish,1614.293212890625,782.168212890625,1811.068603515625,842.9398803710938,0.9999713897705078,1.0
000001.jpg,-1,Zebrafish,1865.4732666015625,1054.998046875,1951.443115234375,1122.736083984375,0.999671220779419,1.0
000001.jpg,-1,Zebrafish,2625.515380859375,95.63365173339844,2704.000244140625,315.81805419921875,0.8776594996452332,1.0
000001.jpg,-1,Zebrafish,2050.654052734375,1402.85107421875,2316.1279296875,1485.0093994140625,0.721397340297699,1.0
000001.jpg,-1,Zebrafish,358.635986328125,1359.4217529296875,706.5520629882812,1422.49951171875,0.2759213149547577,1.0
000001.jpg,-1,Zebrafish,2511.27294921875,0.0,2587.0166015625,273.5836486816406,0.1546402871608734,1.0
000001.jpg,-1,Zebrafish,2393.09912109375,1003.6761474609375,2561.441162109375,1108.2183837890625,0.1305610090494156,1.0
000002.jpg,-1,Zebrafish,1607.8216552734375,782.7392578125,1801.896484375,841.4520874023438,0.9999480247497559,2.0
000002.jpg,-1,Zebrafish,1866.37939453125,1053.98974609375,1951.8466796875,1122.440673828125,0.9996761083602905,2.0
000002.jpg,-1,Zebrafish,2622.6318359375,95.91719818115234,2704.000244140625,318.0912170410156,0.8823201656341553,2.0
000002.jpg,-1,Zebrafish,2062.598388671875,1403.6798095703125,2314.215576171875,1481.83740234375,0.7793107628822327,2.0
000002.jpg,-1,Zebrafish,356.66217041015625,1358.1329345703125,663.779052734375,1421.190673828125,0.28637364506721497,2.0
000002.jpg,-1,Zebrafish,2512.290283203125,0.0,2590.43896484375,260.52557373046875,0.24752557277679443,2.0
000002.jpg,-1,Zebrafish,2391.053466796875,1000.3906860351562,2559.438232421875,1108.710693359375,0.12878410518169403,2.0
000002.jpg,-1,Zebrafish,123.81964111328125,1186.254638671875,373.2357177734375,1446.03466796875,0.10017372667789459,2.0
000003.jpg,-1,Zebrafish,1600.9188232421875,782.3601684570312,1791.2412109375,841.411376953125,0.999943733215332,3.0
000003.jpg,-1,Zebrafish,1863.501953125,1055.061767578125,1950.1663818359375,1122.599365234375,0.9993230104446411,3.0
000003.jpg,-1,Zebrafish,2624.678466796875,97.25902557373047,2704.000244140625,317.17108154296875,0.8756487369537354,3.0
000003.jpg,-1,Zebrafish,2063.633056640625,1405.9022216796875,2313.454833984375,1483.588134765625,0.814174473285675,3.0
000003.jpg,-1,Zebrafish,355.4388122558594,1358.9344482421875,710.20263671875,1420.94580078125,0.3244732618331909,3.0
000003.jpg,-1,Zebrafish,2392.10546875,1003.95068359375,2554.722900390625,1109.8681640625,0.31102949380874634,3.0
000003.jpg,-1,Zebrafish,2511.177978515625,0.0,2589.16259765625,264.7434997558594,0.19760306179523468,3.0
000004.jpg,-1,Zebrafish,1593.1805419921875,781.9400024414062,1786.491943359375,842.05615234375,0.9999642372131348,4.0
000004.jpg,-1,Zebrafish,1862.2337646484375,1054.80908203125,1951.2164306640625,1122.3367919921875,0.999555766582489,4.0
000004.jpg,-1,Zebrafish,2623.179443359375,98.05302429199219,2704.000244140625,316.3009338378906,0.890599250793457,4.0
000004.jpg,-1,Zebrafish,2054.648681640625,1405.8057861328125,2310.63330078125,1481.8646240234375,0.7734326720237732,4.0
000004.jpg,-1,Zebrafish,2390.94140625,1000.3607788085938,2558.116455078125,1109.751220703125,0.44424939155578613,4.0
000004.jpg,-1,Zebrafish,350.9023742675781,1355.7125244140625,737.10498046875,1420.0072021484375,0.39598774909973145,4.0
000004.jpg,-1,Zebrafish,2512.11767578125,0.0,2589.963623046875,265.9894714355469,0.2524263560771942,4.0
000004.jpg,-1,Zebrafish,125.4943618774414,1188.2113037109375,375.0924072265625,1442.6148681640625,0.12082415074110031,4.0
000005.jpg,-1,Zebrafish,1588.1116943359375,780.89208984375,1781.595703125,843.0620727539062,0.9999783039093018,5.0
000005.jpg,-1,Zebrafish,1862.59033203125,1054.822998046875,1951.2496337890625,1123.7423095703125,0.9996510744094849,5.0
000005.jpg,-1,Zebrafish,2623.1435546875,98.2275390625,2704.000244140625,316.3695373535156,0.8728843331336975,5.0
000005.jpg,-1,Zebrafish,2028.55615234375,1404.4027099609375,2316.882568359375,1479.5711669921875,0.7831029295921326,5.0
000005.jpg,-1,Zebrafish,365.83001708984375,1362.8251953125,717.1773071289062,1420.8233642578125,0.6796215176582336,5.0
000005.jpg,-1,Zebrafish,2389.24560546875,999.5084228515625,2557.7255859375,1110.1966552734375,0.5257743000984192,5.0
000005.jpg,-1,Zebrafish,2510.898681640625,0.0,2588.6025390625,262.45556640625,0.19082555174827576,5.0
000005.jpg,-1,Zebrafish,121.35414123535156,1194.638427734375,374.2911071777344,1447.9315185546875,0.17082354426383972,5.0
000006.jpg,-1,Zebrafish,1579.33349609375,780.5735473632812,1772.3388671875,844.1560668945312,0.9999769926071167,6.0
000006.jpg,-1,Zebrafish,1860.2957763671875,1054.1058349609375,1950.53564453125,1124.0064697265625,0.999603807926178,6.0
000006.jpg,-1,Zebrafish,2625.41845703125,96.49467468261719,2704.000244140625,315.6571350097656,0.9052298069000244,6.0
000006.jpg,-1,Zebrafish,2062.486328125,1403.3070068359375,2314.545654296875,1489.63427734375,0.8741122484207153,6.0
000006.jpg,-1,Zebrafish,2388.5419921875,998.5634765625,2561.031494140625,1109.856201171875,0.42986249923706055,6.0
000006.jpg,-1,Zebrafish,352.6430969238281,1357.8734130859375,721.3572998046875,1420.4420166015625,0.33298274874687195,6.0
000006.jpg,-1,Zebrafish,120.5794448852539,1190.875732421875,377.0611572265625,1443.658447265625,0.31304502487182617,6.0
000006.jpg,-1,Zebrafish,2511.795166015625,0.0,2587.471435546875,270.48455810546875,0.17430759966373444,6.0
000007.jpg,-1,Zebrafish,1574.718505859375,780.4251098632812,1768.072509765625,842.73974609375,0.9999710321426392,7.0
