Filename,Object ID,Annotation tag,Upper left corner X,Upper left corner Y,Lower right corner X,Lower right corner Y,Confidence,Frame
000001.jpg,-1,Zebrafish,2619.499512,801.2142944,2681.520996,863.7936401,0.99964416,1
000001.jpg,-1,Zebrafish,1433.343994,1254.369507,1494.630859,1317.193604,0.987781763,1
000001.jpg,-1,Zebrafish,1489.64856,1257.858032,1551.838501,1318.951538,0.764099479,1
000001.jpg,-1,Zebrafish,1436.306763,1308.034302,1497.341797,1369.714722,0.730662286,1
000002.jpg,-1,Zebrafish,2619.130371,800.9663696,2681.108398,863.6079102,0.999664426,2
000002.jpg,-1,Zebrafish,1429.485596,1255.574585,1492.208862,1317.317627,0.991255164,2
000002.jpg,-1,Zebrafish,1492.489502,1258.0802,1554.302124,1320.040039,0.887375832,2
000002.jpg,-1,Zebrafish,1430.643188,1308.332275,1491.554443,1369.992554,0.584134698,2
000003.jpg,-1,Zebrafish,2619.770508,801.2175293,2681.775146,863.7865601,0.99955982,3
000003.jpg,-1,Zebrafish,1422.931396,1257.383667,1485.466187,1318.619019,0.98034209,3
000003.jpg,-1,Zebrafish,1496.074829,1260.000122,1557.906128,1322.27124,0.912866831,3
000003.jpg,-1,Zebrafish,1425.012939,1307.897949,1486.053101,1369.141357,0.868466854,3
000004.jpg,-1,Zebrafish,2619.456787,801.1647339,2681.417969,863.7718506,0.999586284,4
000004.jpg,-1,Zebrafish,1418.205811,1257.847412,1481.137329,1318.526611,0.943081677,4
000004.jpg,-1,Zebrafish,1497.069092,1259.031006,1558.422241,1321.851685,0.909614146,4
000004.jpg,-1,Zebrafish,1421.183838,1308.80835,1482.68335,1369.574097,0.791383624,4
000005.jpg,-1,Zebrafish,2619.259277,801.1143799,2681.183105,863.7544556,0.999599874,5
000005.jpg,-1,Zebrafish,1499.437988,1260.193237,1561.625732,1322.855347,0.99692148,5
000005.jpg,-1,Zebrafish,1414.478882,1258.018921,1477.769043,1318.051147,0.905010641,5
000005.jpg,-1,Zebrafish,1417.713379,1309.672363,1479.448364,1370.060547,0.775009394,5
000006.jpg,-1,Zebrafish,2619.117432,801.0699463,2681.003174,863.7394409,0.999604881,6
000006.jpg,-1,Zebrafish,1503.524658,1259.944946,1565.796753,1322.601929,0.999393106,6
000006.jpg,-1,Zebrafish,1410.601929,1258.766235,1472.729736,1319.562866,0.560562968,6
000006.jpg,-1,Zebrafish,1415.508667,1309.643555,1477.363525,1369.779785,0.292347103,6
000006.jpg,-1,Zebrafish,1506.277588,1325.645386,1568.105713,1387.00769,0.093800984,6
000007.jpg,-1,Zebrafish,2619.224609,801.1646118,2681.13916,863.8057861,0.999616504,7
000007.jpg,-1,Zebrafish,1505.782227,1260.550781,1568.134521,1322.906738,0.998379827,7
000007.jpg,-1,Zebrafish,1410.229492,1307.505249,1471.415771,1368.65271,0.572284639,7
000007.jpg,-1,Zebrafish,1511.704712,1327.242065,1573.481812,1388.651123,0.543986261,7
000007.jpg,-1,Zebrafish,1405.639648,1260.727295,1467.057129,1322.235718,0.475101829,7
000008.jpg,-1,Zebrafish,2619.352539,801.1282349,2681.291748,863.7665405,0.999642015,8
000008.jpg,-1,Zebrafish,1507.46875,1259.960327,1569.364258,1322.714111,0.999243259,8
000008.jpg,-1,Zebrafish,1512.509399,1326.650879,1573.748657,1388.398315,0.575008512,8
000008.jpg,-1,Zebrafish,1406.633545,1306.693115,1469.015381,1366.158569,0.086191222,8
000008.jpg,-1,Zebrafish,1402.454712,1262.572998,1463.134644,1324.407715,0.068342753,8
000009.jpg,-1,Zebrafish,1510.630005,1259.529785,1572.976318,1322.290283,0.999769628,9
000009.jpg,-1,Zebrafish,2619.442383,801.0423584,2681.430664,863.6495972,0.999628901,9
000009.jpg,-1,Zebrafish,1513.942993,1326.236572,1574.864136,1388.409546,0.2488534,9
000010.jpg,-1,Zebrafish,2619.757568,801.2374268,2681.748535,863.8302612,0.999609768,10
000010.jpg,-1,Zebrafish,1515.355225,1258.197754,1577.272461,1321.690796,0.999519825,10
000010.jpg,-1,Zebrafish,1399.390137,1306.01355,1459.935913,1368.236084,0.398187459,10
000010.jpg,-1,Zebrafish,1517.673706,1326.813232,1578.512329,1389.826538,0.198438957,10
000010.jpg,-1,Zebrafish,1394.381958,1268.629272,1457.230469,1331.709229,0.17218034,10
000011.jpg,-1,Zebrafish,2619.442139,800.9991455,2681.339844,863.6598511,0.999598205,11
000011.jpg,-1,Zebrafish,1519.511841,1257.354004,1582.005371,1320.397095,0.99866116,11
000011.jpg,-1,Zebrafish,1396.152954,1306.626953,1456.686768,1369.532349,0.939480066,11
000011.jpg,-1,Zebrafish,1391.435913,1266.869141,1452.272949,1329.841431,0.811307788,11
000011.jpg,-1,Zebrafish,1520.320801,1328.493164,1581.433838,1391.202759,0.402897984,11
000012.jpg,-1,Zebrafish,2619.614258,801.0374756,2681.573975,863.6574707,0.999614835,12
000012.jpg,-1,Zebrafish,1521.475098,1256.74707,1584.251587,1319.071533,0.999495745,12
000012.jpg,-1,Zebrafish,1392.106689,1308.787231,1453.220703,1371.371704,0.99564302,12
000012.jpg,-1,Zebrafish,1522.080811,1329.595825,1584.255371,1391.57312,0.982412934,12
000012.jpg,-1,Zebrafish,1387.730103,1266.814575,1450.576416,1328.343262,0.947494686,12
000013.jpg,-1,Zebrafish,2619.458008,801.0455933,2681.423096,863.6627197,0.999611318,13
000013.jpg,-1,Zebrafish,1388.599365,1311.703003,1450.365845,1374.252686,0.999364078,13
000013.jpg,-1,Zebrafish,1525.019897,1257.061401,1587.778076,1319.632568,0.998970389,13
000013.jpg,-1,Zebrafish,1523.905884,1329.143433,1586.377563,1390.666504,0.97121048,13
000013.jpg,-1,Zebrafish,1385.02771,1267.118896,1448.258301,1329.247681,0.849433362,13
000014.jpg,-1,Zebrafish,2619.686768,801.067749,2681.623779,863.701355,0.9995839,14
000014.jpg,-1,Zebrafish,1385.495972,1312.849121,1447.00415,1375.476563,0.99898082,14
000014.jpg,-1,Zebrafish,1529.125977,1256.948242,1591.647949,1319.812256,0.998851418,14
000014.jpg,-1,Zebrafish,1526.963379,1328.52478,1589.57373,1390.080688,0.971405029,14
000014.jpg,-1,Zebrafish,1382.818237,1265.496704,1444.706665,1327.493652,0.898218691,14
000015.jpg,-1,Zebrafish,2619.69751,801.2167969,2681.716064,863.8009644,0.999585569,15
000015.jpg,-1,Zebrafish,1385.845093,1312.289795,1447.294556,1374.802734,0.99857533,15
000015.jpg,-1,Zebrafish,1529.957764,1258.396484,1592.306641,1321.459106,0.992397845,15
000015.jpg,-1,Zebrafish,1529.202881,1327.498535,1591.985352,1389.205933,0.983032107,15
000016.jpg,-1,Zebrafish,2619.661377,801.3272095,2681.707031,863.8580933,0.999577701,16
000016.jpg,-1,Zebrafish,1532.753418,1258.776611,1595.56189,1321.488281,0.997110307,16
000016.jpg,-1,Zebrafish,1387.539185,1312.609009,1448.736328,1375.043091,0.992105603,16
000016.jpg,-1,Zebrafish,1531.657104,1327.147461,1594.411743,1388.611938,0.917951524,16
000016.jpg,-1,Zebrafish,1469.769043,1245.193237,1532.193848,1306.44873,0.059941474,16
000017.jpg,-1,Zebrafish,2619.670166,801.1672363,2681.682861,863.7416382,0.999595344,17
000017.jpg,-1,Zebrafish,1387.917725,1313.080688,1450.209351,1375.483887,0.998587728,17
000017.jpg,-1,Zebrafish,1536.373901,1260.011475,1599.068359,1322.5448,0.997348189,17
000017.jpg,-1,Zebrafish,1535.546143,1326.023682,1598.61438,1387.145142,0.95351094,17
000018.jpg,-1,Zebrafish,2619.163574,801.0897217,2681.104004,863.7032471,0.99964869,18
000018.jpg,-1,Zebrafish,1390.375366,1316.188965,1452.348511,1378.976929,0.998471439,18
000018.jpg,-1,Zebrafish,1539.895386,1260.80188,1602.109985,1323.69043,0.99410665,18
000018.jpg,-1,Zebrafish,1538.448486,1323.960449,1601.14502,1385.444336,0.884480059,18
000019.jpg,-1,Zebrafish,2619.196777,801.2305298,2681.153809,863.8295898,0.999664307,19
000019.jpg,-1,Zebrafish,1542.418579,1261.071045,1604.598145,1323.829468,0.997527301,19
000019.jpg,-1,Zebrafish,1392.98877,1323.357422,1453.775146,1387.672119,0.663710535,19
000019.jpg,-1,Zebrafish,1541.255371,1322.985229,1603.748535,1384.151001,0.652173877,19
000020.jpg,-1,Zebrafish,2619.258301,801.2090454,2681.265381,863.7851563,0.999661207,20
000020.jpg,-1,Zebrafish,1546.06543,1262.221802,1608.101807,1325.110107,0.994313717,20
000020.jpg,-1,Zebrafish,1543.247681,1322.536743,1605.698853,1383.465942,0.221159413,20
000021.jpg,-1,Zebrafish,2619.240967,801.241333,2681.243164,863.8200073,0.999661207,21
000021.jpg,-1,Zebrafish,1548.224121,1263.38916,1610.362427,1326.012817,0.989772379,21
000021.jpg,-1,Zebrafish,1546.689453,1320.2948,1608.568848,1381.744263,0.26956597,21
000021.jpg,-1,Zebrafish,1387.214111,1349.261719,1447.991333,1413.139526,0.109604239,21
000022.jpg,-1,Zebrafish,2619.060303,801.1512451,2681.055176,863.7523804,0.999670386,22
000022.jpg,-1,Zebrafish,1550.635986,1264.284668,1612.895996,1326.48999,0.978422284,22
000022.jpg,-1,Zebrafish,1550.541504,1318.477051,1612.248779,1380.349609,0.63105756,22
000022.jpg,-1,Zebrafish,1385.034058,1354.353271,1445.467773,1418.38208,0.19082883,22
000023.jpg,-1,Zebrafish,2618.954834,800.9914551,2680.9104,863.6266479,0.999628186,23
000023.jpg,-1,Zebrafish,1552.889038,1264.697388,1615.296021,1326.547363,0.985459208,23
000023.jpg,-1,Zebrafish,1553.077393,1317.572754,1615.534912,1378.966309,0.942447782,23
